Timestep;Price;HV_LOAD;beta_co;beta_gc;Input_D_LV_MED;Input_D_MV_LOAD;Input_D_LV_HIGH;Input_D_LV_LOW;Total_Input_Demand;lambda_EOM_cap_LV_MED;E_EOM_LV_MED;lambda_EOM_0_LV_MED;D_EOM_cap_LV_MED;lambda_EOM_cap_MV_LOAD;E_EOM_MV_LOAD;lambda_EOM_0_MV_LOAD;D_EOM_cap_MV_LOAD;lambda_EOM_cap_LV_HIGH;E_EOM_LV_HIGH;lambda_EOM_0_LV_HIGH;D_EOM_cap_LV_HIGH;lambda_EOM_cap_LV_LOW;E_EOM_LV_LOW;lambda_EOM_0_LV_LOW;D_EOM_cap_LV_LOW;G_WindOnshore;G_Baseload;G_MidMerit;G_Peak;C_MidMerit;C_Baseload;C_Peak;C_WindOnshore;G_LV_MED;G_MV_LOAD;G_LV_HIGH;G_LV_LOW;ENS_LV_MED;ENS_MV_LOAD;ENS_LV_HIGH;ENS_LV_LOW;D_LV_MED;D_MV_LOAD;D_LV_HIGH;D_LV_LOW;D_elastic_LV_MED;D_elastic_MV_LOAD;D_elastic_LV_HIGH;D_elastic_LV_LOW;ENS_involuntary_LV_MED;ENS_involuntary_MV_LOAD;ENS_involuntary_LV_HIGH;ENS_involuntary_LV_LOW;PV_LV_MED;PV_MV_LOAD;PV_LV_HIGH;PV_LV_LOW;PV_Total;Total_ENS;Consumer_Demand;Total_Demand;λ_cCM;C_system_total;C_cCM_vol;C_cCM_MidMerit;C_cCM_Baseload;C_cCM_Peak;C_cCM_WindOnshore
11.0;0.15129;1.47439;1.0;1.0;1.5;4.75;3.66;0.198;10.108;2.0;-4.99968;7.62464;1.125;1.0;-0.74831;3.66587;3.5625;1.2;-1.18128;4.44261;2.745;2.5;-47.69659;9.58294;0.1485;0.153;6.09406;4.3165;0.82896;4.31655;6.0941;1.56577;4.5;-1.44977;-4.65166;-3.63277;-0.18424;0.0;0.0;0.0;0.0;1.49476;4.69666;3.63277;0.19774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.045;0.0;0.0135;0.1035;0.0;10.02194;11.49633;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
12.0;0.15197;1.61717;1.0;1.0;1.26;4.95;3.99;0.231;10.431;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-1.08358;4.44261;2.9925;2.5;-40.88279;9.58294;0.17325;0.135;6.09406;4.3165;1.16913;4.31655;6.0941;1.56577;4.5;-1.15049;-4.78847;-3.95969;-0.19918;0.0;0.0;0.0;0.0;1.25549;4.89347;3.95969;0.23068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.33933;11.9565;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
13.0;0.15264;1.33986;1.0;1.0;1.5;5.35;3.99;0.264;11.104;2.0;-4.99968;7.62464;1.125;1.0;-0.66439;3.66587;4.0125;1.2;-1.08358;4.44261;2.9925;2.5;-35.77244;9.58294;0.198;0.09;6.09406;4.3165;1.4991;4.31655;6.0941;1.56577;4.5;-1.3445;-5.1379;-3.95908;-0.21862;0.0;0.0;0.0;0.0;1.4945;5.2879;3.95908;0.26362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;11.0051;12.34497;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
14.0;0.15245;1.43779;1.0;1.0;1.86;5.055;3.69;0.33;10.935;2.0;-4.032;7.62464;1.395;1.0;-0.70316;3.66587;3.79125;1.2;-1.17168;4.44261;2.7675;2.5;-28.61795;9.58294;0.2475;0.045;6.09406;4.3165;1.40883;4.31655;6.0941;1.56577;4.5;-1.67322;-4.81659;-3.66156;-0.27553;0.0;0.0;0.0;0.0;1.85322;4.99659;3.66156;0.32953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.18;0.0;0.054;0.414;0.0;10.8409;12.27869;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
15.0;0.15036;1.2599;1.0;1.0;1.5;4.95;3.36;0.198;10.008;2.0;-4.99968;7.62464;1.125;1.0;-0.71808;3.66587;3.7125;1.2;-1.28675;4.44261;2.52;2.5;-47.69659;9.58294;0.1485;0.0675;6.09406;4.3165;0.3607;4.31655;6.0941;1.56577;4.5;-1.34495;-4.74572;-3.33573;-0.15276;0.0;0.0;0.0;0.0;1.49495;4.89572;3.33573;0.19776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;9.92416;11.18406;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
16.0;0.15226;1.23028;1.0;1.0;1.26;4.95;4.5;0.198;10.908;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-0.96077;4.44261;3.375;2.5;-47.69659;9.58294;0.1485;0.045;6.09406;4.3165;1.31017;4.31655;6.0941;1.56577;4.5;-1.13544;-4.77308;-4.46552;-0.16172;0.0;0.0;0.0;0.0;1.25544;4.89308;4.46552;0.19772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.036;0.276;0.0;10.81176;12.04204;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
17.0;0.24357;1.27699;1.0;1.0;3.0;4.95;2.85;0.51;11.31;2.0;-2.49984;7.62464;2.25;1.0;-0.71808;3.66587;3.7125;1.2;-1.51701;4.44261;2.1375;2.5;-18.5175;9.58294;0.3825;0.045;6.09409;4.31654;1.56577;4.31655;6.0941;1.56577;4.5;-2.84763;-4.66095;-2.76799;-0.47286;0.0;0.0;0.0;0.0;2.95263;4.76595;2.76799;0.50436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.99092;12.26791;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
18.0;0.8514;1.52749;1.0;1.0;3.6;4.75;2.31;1.98;12.64;2.0;-2.0832;7.62464;2.7;1.0;-0.74831;3.66587;3.5625;1.2;-1.87164;4.44261;1.7325;2.5;-4.76966;9.58294;1.485;0.135;6.0941;4.31654;1.56577;4.31655;6.0941;1.56577;4.5;-3.17638;-3.68612;-1.91877;-1.80815;0.0;0.0;0.0;0.0;3.25138;3.76112;1.91877;1.83065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;10.76192;12.28941;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
19.0;0.62174;1.58603;1.0;1.0;2.58;4.955;2.97;1.368;11.873;2.0;-2.90679;7.62464;1.935;1.0;-0.71735;3.66587;3.71625;1.2;-1.45572;4.44261;2.2275;2.5;-6.90345;9.58294;1.026;0.18;6.09409;4.31654;1.56577;4.31655;6.0941;1.56577;4.5;-2.40916;-4.24359;-2.62475;-1.29808;0.0;0.0;0.0;0.0;2.40916;4.24359;2.62475;1.29808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.57559;12.16162;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
20.0;0.4488;1.34556;1.0;1.0;3.3;4.055;3.33;0.99;11.675;2.0;-2.27258;7.62464;2.475;1.0;-0.87657;3.66587;3.04125;1.2;-1.29834;4.44261;2.4975;2.5;-9.53932;9.58294;0.7425;0.225;6.09409;4.31654;1.56577;4.31655;6.0941;1.56577;4.5;-3.15758;-3.6701;-3.07611;-0.95753;0.0;0.0;0.0;0.0;3.15758;3.6701;3.07611;0.95753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.86132;12.20688;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
21.0;0.15076;1.22179;1.0;1.0;2.7;3.85;2.55;0.99;10.09;2.0;-2.7776;7.62464;2.025;1.0;-0.92324;3.66587;2.8875;1.2;-1.69548;4.44261;1.9125;2.5;-9.53932;9.58294;0.7425;0.27;6.09406;4.3165;0.55917;4.31655;6.0941;1.56577;4.5;-2.69077;-3.80735;-2.53135;-0.98877;0.0;0.0;0.0;0.0;2.69077;3.80735;2.53135;0.98877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.01824;11.24002;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
22.0;0.10394;1.05882;1.0;1.0;2.4;4.054;1.65;0.33;8.434;2.0;-3.1248;7.62464;1.8;1.0;-0.87679;3.66587;3.0405;1.2;-2.62029;4.44261;1.2375;2.5;-28.61795;9.58294;0.2475;0.315;6.09395;3.10609;0.0;4.31655;6.0941;1.56577;4.5;-2.40678;-4.06248;-1.6558;-0.33123;0.0;0.0;0.0;0.0;2.40678;4.06248;1.6558;0.33123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.45629;9.51511;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
23.0;0.10068;1.0796;1.0;1.0;1.8;3.785;1.05;0.15;6.785;2.0;-4.1664;7.62464;1.35;1.0;-0.9391;3.66587;2.83875;1.2;-4.1176;4.44261;0.7875;2.5;-62.95949;9.58294;0.1125;0.315;6.09391;1.47795;0.0;4.31655;6.0941;1.56577;4.5;-1.80587;-3.79639;-1.05448;-0.15061;0.0;0.0;0.0;0.0;1.80587;3.79639;1.05448;0.15061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.80734;7.88694;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
24.0;0.09922;1.21054;1.0;1.0;1.5;3.6;0.75;0.12;5.97;2.0;-4.99968;7.62464;1.125;1.0;-0.98736;3.66587;2.7;1.2;-5.76464;4.44261;0.5625;2.5;-78.69937;9.58294;0.09;0.36;6.09387;0.748;0.0;4.31655;6.0941;1.56577;4.5;-1.50518;-3.61231;-0.75345;-0.12051;0.0;0.0;0.0;0.0;1.50518;3.61231;0.75345;0.12051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.99145;7.20199;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
25.0;0.08678;1.28327;1.0;1.0;1.26;3.25;0.165;0.12;4.795;2.0;-5.952;7.62464;0.945;1.0;-1.09369;3.66587;2.4375;1.2;-26.20292;4.44261;0.12375;2.5;-78.69937;9.58294;0.09;1.395;4.71393;0.00022;0.0;4.31655;6.0941;1.56577;4.5;-1.26644;-3.27249;-0.16623;-0.12066;0.0;0.0;0.0;0.0;1.26644;3.27249;0.16623;0.12066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.82583;6.1091;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
26.0;0.08423;1.25792;1.0;1.0;0.27;3.26;0.165;0.06;3.755;2.0;-27.776;7.62464;0.2025;1.0;-1.09033;3.66587;2.445;1.2;-26.20292;4.44261;0.12375;2.5;-157.39874;9.58294;0.045;1.35;3.69083;0.00019;0.0;4.31655;6.0941;1.56577;4.5;-0.27147;-3.2849;-0.16633;-0.06035;0.0;0.0;0.0;0.0;0.27147;3.2849;0.16633;0.06035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.78305;5.04097;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
27.0;0.08457;1.20004;1.0;1.0;0.24;3.41;0.165;0.09;3.905;2.0;-31.248;7.62464;0.18;1.0;-1.04237;3.66587;2.5575;1.2;-26.20292;4.44261;0.12375;2.5;-104.93249;9.58294;0.0675;1.305;3.82875;0.00019;0.0;4.31655;6.0941;1.56577;4.5;-0.2413;-3.43572;-0.16632;-0.09052;0.0;0.0;0.0;0.0;0.2413;3.43572;0.16632;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.93385;5.13389;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
28.0;0.08401;1.19813;1.0;1.0;0.21;3.18;0.159;0.09;3.639;2.0;-35.712;7.62464;0.1575;1.0;-1.11776;3.66587;2.385;1.2;-27.19171;4.44261;0.11925;2.5;-104.93249;9.58294;0.0675;1.26;3.60444;0.00019;0.0;4.31655;6.0941;1.56577;4.5;-0.21115;-3.20448;-0.16029;-0.09052;0.0;0.0;0.0;0.0;0.21115;3.20448;0.16029;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.66645;4.86458;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
29.0;0.08541;1.20884;1.0;1.0;0.15;3.75;0.33;0.09;4.32;2.0;-49.99681;7.62464;0.1125;1.0;-0.94786;3.66587;2.8125;1.2;-13.10146;4.44261;0.2475;2.5;-104.93249;9.58294;0.0675;1.395;4.16497;0.0002;0.0;4.31655;6.0941;1.56577;4.5;-0.15079;-3.77739;-0.33257;-0.09051;0.0;0.0;0.0;0.0;0.15079;3.77739;0.33257;0.09051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.35127;5.56012;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
30.0;0.08853;1.27088;1.0;1.0;0.15;4.66;0.54;0.15;5.5;2.0;-49.99681;7.62464;0.1125;1.0;-0.76277;3.66587;3.495;1.2;-8.00645;4.44261;0.405;2.5;-62.95949;9.58294;0.1125;1.395;5.41106;0.00025;0.0;4.31655;6.0941;1.56577;4.5;-0.15073;-4.68995;-0.54382;-0.1508;0.0;0.0;0.0;0.0;0.15073;4.68995;0.54382;0.1508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.53531;6.80619;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
31.0;0.1004;1.34344;1.0;1.0;0.3;5.4;1.5;0.39;7.59;2.0;-24.9984;7.62464;0.225;1.0;-0.65824;3.66587;4.05;1.2;-2.88232;4.44261;1.125;2.5;-24.21519;9.58294;0.2925;1.53;6.0939;1.33521;0.0;4.31655;6.0941;1.56577;4.5;-0.30099;-5.41668;-1.5065;-0.39159;0.0;0.0;0.0;0.0;0.30099;5.41668;1.5065;0.39159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.61577;8.9592;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
32.0;0.1025;1.36522;1.0;1.0;0.54;4.78;2.55;0.84;8.71;2.0;-13.888;7.62464;0.405;1.0;-0.74362;3.66587;3.585;1.2;-1.69548;4.44261;1.9125;2.5;-11.24277;9.58294;0.63;1.62;6.09393;2.38783;0.0;4.31655;6.0941;1.56577;4.5;-0.54163;-4.79194;-2.55981;-0.84325;0.0;0.0;0.0;0.0;0.54163;4.79194;2.55981;0.84325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.73662;10.10184;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
33.0;0.10312;1.40152;1.0;1.0;0.9;4.77;2.82;0.54;9.03;2.0;-8.3328;7.62464;0.675;1.0;-0.74518;3.66587;3.5775;1.2;-1.53315;4.44261;2.115;2.5;-17.48875;9.58294;0.405;1.665;6.09394;2.69872;0.0;4.31655;6.0941;1.56577;4.5;-0.90264;-4.78108;-2.83044;-0.54205;0.0;0.0;0.0;0.0;0.90264;4.78108;2.83044;0.54205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05621;10.45773;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
34.0;0.10398;1.47287;1.0;1.0;1.14;4.97;3.18;0.27;9.56;2.0;-6.57853;7.62464;0.855;1.0;-0.71519;3.66587;3.7275;1.2;-1.35959;4.44261;2.385;2.5;-34.9775;9.58294;0.2025;1.665;6.09395;3.12706;0.0;4.31655;6.0941;1.56577;4.5;-1.06821;-4.90534;-3.19114;-0.2485;0.0;0.0;0.0;0.0;1.14321;4.98034;3.19114;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;9.5857;11.05857;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
35.0;0.10236;1.4102;1.0;1.0;1.47;4.29;3.42;0.18;9.36;2.0;-5.10171;7.62464;1.1025;1.0;-0.82855;3.66587;3.2175;1.2;-1.26418;4.44261;2.565;2.5;-52.46625;9.58294;0.135;1.665;6.09393;2.31601;0.0;4.31655;6.0941;1.56577;4.5;-1.15946;-3.98589;-3.43327;-0.0862;0.0;0.0;0.0;0.0;1.47446;4.30089;3.43327;0.1807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.315;0.315;0.0;0.0945;0.7245;0.0;9.38931;10.79952;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
36.0;0.10255;1.31434;1.0;1.0;1.17;5.02;3.78;0.21;10.18;2.0;-6.40985;7.62464;0.8775;1.0;-0.70807;3.66587;3.765;1.2;-1.14378;4.44261;2.835;2.5;-44.97107;9.58294;0.1575;1.71;6.09393;2.41063;0.0;4.31655;6.0941;1.56577;4.5;-0.60352;-4.46247;-3.7945;-0.03981;0.0;0.0;0.0;0.0;1.17352;5.03247;3.7945;0.21081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.57;0.0;0.171;1.311;0.0;10.2113;11.52565;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
37.0;0.10279;1.15546;1.0;1.0;1.47;5.02;3.99;0.24;10.72;2.0;-5.10171;7.62464;1.1025;1.0;-0.70807;3.66587;3.765;1.2;-1.08358;4.44261;2.9925;2.5;-39.34968;9.58294;0.18;1.8;6.09394;2.53046;0.0;4.31655;6.0941;1.56577;4.5;-0.82938;-4.38713;-4.00508;-0.04742;0.0;0.0;0.0;0.0;1.47438;5.03213;4.00508;0.24092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.75251;11.90797;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
38.0;0.10282;1.32303;1.0;1.0;1.98;4.75;3.63;0.3;10.66;2.0;-3.78764;7.62464;1.485;1.0;-0.74831;3.66587;3.5625;1.2;-1.19104;4.44261;2.7225;2.5;-31.47975;9.58294;0.225;1.89;6.09394;2.54768;0.0;4.31655;6.0941;1.56577;4.5;-1.34089;-4.11643;-3.64369;-0.10765;0.0;0.0;0.0;0.0;1.98589;4.76143;3.64369;0.30115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.69216;12.01519;8.0e-5;16.47642;11.96294;4.31641;6.08078;1.56575;0.0
